id,จังหวัด,ชื่อแหล่งศิลปกรรม,ประเภทที่,ประเภทแหล่งศิลปกรรม,ภาค,อำเภอ,ตำบล,latitude,longtitude
5899,จันทบุรี,พระพุทธรูปปางบำเพ็ญ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,บางกะจะ,12.5847,102.0532
5900,จันทบุรี,สระน้ำศักดิ์สิทธิ์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,บางกะจะ,12.5847,102.0532
5901,จันทบุรี,สำซาง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,บางกะจะ,12.5847,102.0532
5904,พัทลุง,วนอุทยานเมืองเก่าชัยบุรี,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคใต้,เมืองพัทลุง,ชัยบุรี,7.6701,100.0596
5905,ระยอง,วัดละหารไร่,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,บ้านค่าย,หนองละลอก,12.854,101.3007
5906,ระยอง,วัดเขาโบสถ์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองระยอง,ทับมา,12.7367,101.2299
5907,ระยอง,วัดถ้ำวัฒนมงคล,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เขาชะเมา,เขาน้อย,13.0973,101.6072
5908,ระยอง,วัดราชบัลลังก์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แกลง,ทางเกวียน,12.7354,101.6794
5910,ระยอง,เจดีย์กลางน้ำ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองระยอง,ปากน้ำ,12.6663,101.2418
5911,มหาสารคาม,ชุมชนย่านตลาดบรบือ,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,บรบือ,บรบือ,16.218,103.79
5912,มหาสารคาม,สะดืออีสาน,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออกเฉียงเหนือ,โกสุมพิสัย,หัวขวาง,16.228,103.0746
5913,มหาสารคาม,ตลาด 136 ปี,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,วาปีปทุม,หนองแสง,15.8413,103.3773
5914,มหาสารคาม,เสื่อกกบ้านแพง,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,โกสุมพิสัย,แพง,16.2707,102.977
5915,มหาสารคาม,หวดนึ่งข้าว,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออกเฉียงเหนือ,แกดำ,โนนภิบาล,16.0135,103.4304
5916,มหาสารคาม,ชุมชนผ้าดำ,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,เชียงยืน,เชียงยืน,16.3965,103.1028
5917,มหาสารคาม,ชุมชนผ้าตีนจก,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,ชื่นชม,กุดปลาดุก,16.581,103.1419
5918,มหาสารคาม,ชุมชนเครือวัลย์,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,เมืองมหาสารคาม,แก่งเลิงจาน,16.1735,103.2899
5919,ยะลา,วัดตรีมิตร,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคใต้,เมืองยะลา,สะเตงนอก,6.5464,101.3009
5920,ยะลา,วัดยะลาธรรมาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคใต้,เมืองยะลา,สะเตง,6.5559,101.2978
5921,ยะลา,วัดสวนใหม่ ตำบลสะเตงนอก,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคใต้,เมืองยะลา,สะเตงนอก,6.5654,101.3158
5922,ยะลา,วัดดิตถมงคล,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคใต้,เมืองยะลา,ท่าสาป,6.5383,101.2452
