id,จังหวัด,ชื่อแหล่งศิลปกรรม,ประเภทที่,ประเภทแหล่งศิลปกรรม,ภาค,อำเภอ,ตำบล,latitude,longtitude
532,น่าน,แหล่งโบราณคดีเขาชมพู,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองน่าน,ดู่ใต้,18.7045,100.729
533,น่าน,แหล่งโบราณคดีดอยปู่แก้ว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองน่าน,นาซาว,18.7098,100.7261
534,น่าน,แหล่งโบราณคดีภูซาง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองน่าน,นาซ่าว,18.71,100.69
535,น่าน,เจดีย์วัดสถารส,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เมืองน่าน,ในเวียง,18.7957,100.7832
536,น่าน,แหล่งโบราณคดีบ่อสวก,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองน่าน,บ่อสวก,18.7456,100.6977
537,น่าน,เตาเผาบ้านบ่อสวก,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองน่าน,บ่อสวก,18.7456,100.6977
539,น่าน,พระธาตุวัดคำปลิว,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,แม่จริม,น้ำพาง,18.6314,101.0376
540,น่าน,แหล่งภาพเขียนสีผาหน่อ,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,แม่จริม,น้ำพาง,18.59,101.01
541,น่าน,แหล่งโบราณคดีดอยภูทอก (ภูสุ่ม),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เวียงสา,ทุ่งศรีทอง,18.67,100.69
542,น่าน,แหล่งโบราณคดีบ้านนามน,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองน่าน,บ่อสวก,18.7213,100.6479
543,น่าน,แหล่งโบราณคดีถ้ำอัมรินทร์,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เวียงสา,ส้าน,18.4554,100.7178
544,น่าน,วัดพระธาตุจอมแจ้ง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เวียงสา,ไหล่น่าน,18.5811,100.7676
545,น่าน,วัดนาปัง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ภูเพียง,นาปัง,18.7132,100.7761
546,น่าน,พุทธสถานพระธาตุชัยชนะ (วัดกู่เสี้ยว),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองน่าน,ดู่ใต้,18.7218,100.754
547,น่าน,กู่เสี้ยว (ร้าง),ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เมืองน่าน,ดู่ใต้,18.7217,100.7539
548,น่าน,วัดนาหวาย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,นาหมื่น,บ่อแก้ว,18.1623,100.7207
549,น่าน,กู่วัดร้าง (วัดดอกบวบ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ภูเพียง,ฝายแก้ว,18.7816,100.7882
550,น่าน,วัดมหาโพธิ์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองน่าน,ในเวียง,18.7756,100.7731
551,น่าน,พระธาตุดอนแก้ว,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เชียงกลาง,พระธาตุ,19.3328,100.9012
552,น่าน,พระธาตุดินไหว,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,ปัว,เจดีย์ชัย,19.1792,100.8292
553,น่าน,โบราณสถานในค่ายสุริยพงษ์,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เมืองน่าน,ในเวียง,18.7961,100.7906
554,น่าน,เสาหลักเมืองน่าน,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เมืองน่าน,ในเวียง,18.7748,100.7692
555,น่าน,ชุมชนโบราณเมืองน่าน,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองน่าน,ในเวียง,18.7756,100.7783
556,น่าน,ชุมชนโบราณวัดพระธาตุแช่แห้ง (บ้านหนองเต่า),ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ภูเพียง,ม่วงตึ๊ด,18.753,100.7952
557,น่าน,ชุมชนโบราณบ้านมหาโพธิ,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองน่าน,ในเวียง,18.7979,100.7887
558,น่าน,ชุมชนโบราณบ้านน้ำคา,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงกลาง,พญาแก้ว,19.2734,100.8781
559,น่าน,ชุมชนโบราณบ้านพร้าว(2) หรือบ้านเด่นธารา,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงกลาง,เชียงกลาง,19.2705,100.8969
560,น่าน,ชุมชนโบราณบริเวณวัดพระธาตุจอมพริก,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ท่าวังผา,ยม,19.0805,100.9101
561,น่าน,ชุมชุนโบราณบ้านป่าแหว (บ้านเวียงสอง),ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ทุ่งช้าง,และ,19.3668,100.8875
562,น่าน,ชุมชนโบราณเมืองปัว,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ปัว,ปัว,19.1807,100.9141
563,น่าน,ชุมชนโบราณบ้านสวนดอก,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ปัว,ปัว,19.1712,100.9262
564,น่าน,ชุมชนโบราณบ้านศาลา,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ปัว,ศิลาแลง,19.1633,100.9516
565,น่าน,ชุมชนโบราณบ้านดอยทุ่งกวาง,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ปัว,แงง,19.1782,100.8446
566,น่าน,ชุมชนโบราณบ้านคือเวียง,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เวียงสา,ส้าน,18.5455,100.758
567,น่าน,ชุมชนโบราณบ้านผึ่ง (ต้นผึ่ง),ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,สันติสุข,พงษ์,18.9018,100.9466
568,น่าน,ชุมชนโบราณบ้านป่าแจว (แลว),ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,สันติสุข,ป่าแลวหลวง,18.9369,100.9292
569,น่าน,ชุมชนโบราณบ้านป่าแดด,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,สันติสุข,ดู่พงษ์,18.9193,100.9475
570,น่าน,กุฏิวัดหัวเมือง (จัดแสดงเป็นพิพิณฑ์),ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,นาน้อย,ศรีษะเกษ,18.3613,100.7285
571,น่าน,เมืองเก่าน่าน,ประเภทที่ 6,เมืองเก่า เมืองประวัติศาสตร์,ภาคเหนือ,เมืองน่าน,ผาสิงห์,18.7757,100.7718
572,น่าน,บ่อเกลือสินเธาว์โบราณ,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,บ่อเกลือ,บ่อเกลือใต้,19.1502,101.1549
573,น่าน,ย่านชุมชนเก่างอบ,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,ทุ่งช้าง,งอบ,19.2859,100.5347
574,น่าน,ย่านชุมชนเก่าบ้านบ่อหลวง,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,บ่อเกลือ,บ่อเกลือใต้,19.1499,101.1554
575,น่าน,ย่านชุมชนเก่าบ้านปากนาย,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,นาหมื่น,นาทะนุง,18.0543,100.6806
576,น่าน,ย่านชุมชนเก่าบ้านหนองบัว,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,ท่าวังผา,ป่าคา,19.0885,100.7856
577,น่าน,ย่านชุมชนเก่าบ้านหนองม่วง,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,ท่าวังผา,ป่าคา,19.0748,100.7949
578,น่าน,ย่านชุมชนเก่าบ้านห้วยหยวก,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,เวียงสา,แม่ขะนิง,18.8118,100.5306
579,พะเยา,พระตำหนักกว๊านพะเยา,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพะเยา,เวียง,19.1599,99.9149
580,พะเยา,ศาลหลักเมืองพะเยา,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เมืองพะเยา,เวียง,19.1666,99.9019
581,พะเยา,อนุสาวรีย์พ่อขุนงำเมือง,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคเหนือ,เมืองพะเยา,เวียง,19.1688,99.8961
582,พะเยา,วัดติโลกอาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1627,99.9002
585,พะเยา,วัดศรีอุโมงค์คำ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1654,99.9007
586,พะเยา,วัดลี,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1662,99.9156
587,พะเยา,วัดหลวงราชสัณฐาน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1682,99.9
588,พะเยา,วัดไชยอาวาส,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1692,99.8984
589,พะเยา,วัดราชคฤห์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1669,99.9033
592,พะเยา,วัดอินทร์ฐาน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,แม่ต๋ำ,19.137,99.9101
593,พะเยา,วัดร้างประตูชัย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1721,99.9078
594,พะเยา,วัดศรีจอมเรือง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.1619,99.9144
597,พะเยา,ชุมชนโบราณเวียงพระธาตุจอมทอง,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,เวียง,19.1886,99.887
598,พะเยา,ชุมชนโบราณเวียงพะเยา,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เชียงคำ,เวียง,19.1724,99.9036
600,พะเยา,ชุมชนโบราณเวียงหนองหวี,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.189,99.9289
601,พะเยา,ชุมชนโบราณเวียงปู่ล่าม,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1791,99.9289
602,พะเยา,วัดศรีโคมคำ (วัดพระเจ้าตนหลวง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,เวียง,19.174,99.8926
603,พะเยา,บ้านคุณหลวงศรีนครานุกูล,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพะเยา,เวียง,19.1065,99.9035
604,พะเยา,แหล่งหินทราย (หน้าวัดผาธรรมนิมิต),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1063,99.9179
605,พะเยา,วัดป่าแดงบุญนาค,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1839,99.9043
606,พะเยา,แหล่งโบราณคดีเวียงท่าวังทอง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1688,99.9151
607,พะเยา,เมืองโบราณเวียงปู่ล่าม,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1912,99.9289
608,พะเยา,เมืองโบราณเวียงหนองหวี,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.2038,99.9183
609,พะเยา,วัดเจดีย์งาม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1711,99.927
610,พะเยา,แหล่งโบราณคดีสบร่องขุย,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1602,99.9245
611,พะเยา,วัดประตูชัย (วัดยั่งย่อง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1721,99.9079
612,พะเยา,วัดป่าแดด,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1792,99.9125
614,พะเยา,วัดอารามป่าน้อย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,ท่าวังทอง,19.1777,99.9294
615,พะเยา,เวียงบัว (เตาเผาโบราณบ้านบัว),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,แม่กา,19.0361,99.9582
616,พะเยา,เตาเผาห้วยแม่ต๋ำ,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,แม่กา,19.07,99.9295
617,พะเยา,เตาเผาม่อนออม,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,แม่กา,19.03,99.96
618,พะเยา,เมืองโบราณเวียงบัว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,แม่กา,19.0371,99.9549
619,พะเยา,แหล่งเตาเผาโบราณบ้านบัว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,แม่กา,19.0362,99.9587
620,พะเยา,เมืองโบราณเวียงพะเยา,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,แม่กา,19.1695,99.9
621,พะเยา,วัดร่องไฮ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,แม่ใส,19.1456,99.8939
622,พะเยา,วัดอนาลโย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,สันป่าม่วง,19.1772,99.8125
623,พะเยา,เมืองโบราณเวียงดอยม่อนแจ๊ะ,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,สันป่าม่วง,19.18,99.82
624,พะเยา,เมืองโบราณเวียงต๋อมดง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,บ้านต๋อม,19.19,99.82
625,พะเยา,เมืองโบราณเวียงพระธาตุจอมทอง,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,บ้านต๋อม,19.1841,99.8886
626,พะเยา,วัดป่าจำปาทอง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพะเยา,บ้านต๊ำ,19.2149,99.7376
627,พะเยา,เมืองโบราณเวียงห้วยหม้อ,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,บ้านตุ่น,19.1401,99.81
628,พะเยา,เมืองโบราณบ้านเหวียน,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพะเยา,บ้านใหม่,19.2701,99.83
629,พะเยา,เมืองโบราณบ้านจุนหลวง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,จุน,จุน,19.31,100.17
630,พะเยา,เมืองโบราณเวียงบ้านร่องดู่,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,จุน,จุน,19.322,100.1383
631,พะเยา,โบราณสถานเวียงลอ,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,จุน,ลอ,19.4491,100.0918
632,พะเยา,วัดศรีปิงเมือง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,ลอ,19.4493,100.0918
633,พะเยา,วัดหนองห้า,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,หงส์หิน,19.4507,100.076
634,พะเยา,วัดสารภี,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,หงส์หิน,19.4506,100.088
635,พะเยา,วัดพระธาตุขิงแกง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,พระธาตุขิงแกง,19.2924,100.1859
636,พะเยา,เมืองโบราณเวียงบ้านฝั่งหมิ่น,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,จุน,ห้วยยางขาม,19.3509,100.1526
637,พะเยา,วัดพระธาตุม่อนหินขาว,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,ทุ่งรวงทอง,19.4276,100.1837
638,พะเยา,วัดพระยาลอ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,ทุ่งรวงทอง,19.4491,100.0918
639,พะเยา,วัดห้วยไคร้,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,จุน,ทุ่งรวงทอง,19.4257,100.1818
640,พะเยา,วัดแสนเมืองมา,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,หย่วน,19.5209,100.3018
641,พะเยา,วัดนันตาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,หย่วน,19.5283,100.3032
642,พะเยา,วัดพรธาตุกู่ผาแดง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,หย่วน,19.5093,100.3168
643,พะเยา,วัดพระธาตุสบแวน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,หย่วน,19.5368,100.2914
644,พะเยา,วัดแดนเมือง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,หย่วน,19.5475,100.2967
645,พะเยา,วัดวังเค็ม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,เจดีย์คำ,19.5293,100.3166
646,พะเยา,เมืองโบราณปางวัว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เชียงคำ,เชียงบาน,19.5462,100.2792
648,พะเยา,วัดพระแก้ว,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,เวียง,19.5048,100.322
649,พะเยา,วัดพระเจ้านั่งดิน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,เวียง,19.4985,100.3241
650,พะเยา,เมืองโบราณพระเจ้าเข้ากาด,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เชียงคำ,อ่างทอง,19.4489,100.0851
651,พะเยา,ลอมพระเจ้าหลวง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เชียงคำ,อ่างทอง,19.5401,100.19
652,พะเยา,ลอมพระธาตุ,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เชียงคำ,อ่างทอง,19.5301,100.17
653,พะเยา,ลอมพะเนียด,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เชียงคำ,อ่างทอง,19.56,100.18
654,พะเยา,วัดกิ่วชมภู,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงคำ,น้ำแวน,19.4699,100.2136
655,พะเยา,วัดท่าฟ้าใต้,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เชียงม่วน,สระ,18.9977,100.2839
656,พะเยา,วัดพระธาตุแจ้โว,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ดอกคำใต้,คือเวียง,19.0748,100.0102
657,พะเยา,วัดดอยหยวก,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ปง,ปง,19.1381,100.2626
658,พะเยา,เมืองโบราณบ้านร่องอ้อย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ปง,ปง,19.1507,100.281
660,พะเยา,วัดพระธาตุลานเตี้ย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ภูกามยาว,ห้วยแก้ว,19.4188,99.9717
661,พะเยา,วัดพระธาตุภูขวาง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ภูกามยาว,ห้วยแก้ว,19.2829,99.999
663,พะเยา,เมืองโบราณบ้านอินตา,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,แม่ใจ,บ้านเหล่า,19.38,99.85
664,พะเยา,วัดพระธาตุจอมก้อ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,แม่ใจ,บ้านเหล่า,19.3821,99.7473
665,พะเยา,เมืองโบราณบ้านร้องเชียงแรง,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ภูซาง,เชียงแรง,19.6001,100.29
666,พะเยา,เมืองโบราณเวียงงุ่น,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,ภูซาง,ทุ่งกล้วย,19.59,100.39
668,พะเยา,เมืองเก่าพะเยา,ประเภทที่ 6,เมืองเก่า เมืองประวัติศาสตร์,ภาคเหนือ,เมืองพะเยา,เวียง,19.1686,99.9072
669,พะเยา,ท่ากว๊าน,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,เมืองพะเยา,เวียง,19.1652,99.902
670,พะเยา,ภูกามยาว,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,ภูกามยาว,ดงเจน,19.2276,99.9489
671,พะเยา,ศรีโคมคำ,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,เมืองพะเยา,เวียง,19.1766,99.8896
672,พะเยา,หนองระบู,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคเหนือ,เมืองพะเยา,เวียง,19.1663,99.9074
673,พิจิตร,อุทยานเมืองเก่าพิจิตร,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.4154,100.2918
674,พิจิตร,วัดมหาธาตุ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.4121,100.2946
675,พิจิตร,วัดสมาบาป,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.3953,100.3054
